,STATION,Day of Week,ENTRIES
2144,NORWOOD AV,2,3091.8474576271187
2145,NORWOOD AV,3,3072.406779661017
2146,NORWOOD AV,4,3057.8474576271187
2147,NORWOOD AV,5,1515.2881355932204
2148,NORWOOD AV,6,1159.2711864406779
2149,NOSTRAND AV,0,18670.728813559323
2150,NOSTRAND AV,1,19814.050847457627
2151,NOSTRAND AV,2,20179.237288135595
2152,NOSTRAND AV,3,20341.033898305086
2153,NOSTRAND AV,4,21263.313559322032
2154,NOSTRAND AV,5,13732.64406779661
2155,NOSTRAND AV,6,10644.016949152543
2156,OCEAN PKWY,0,2995.4745762711864
2157,OCEAN PKWY,1,5970.627118644068
2158,OCEAN PKWY,2,3222.6271186440677
2159,OCEAN PKWY,3,3137.6271186440677
2160,OCEAN PKWY,4,3034.4310344827586
2161,OCEAN PKWY,5,1948.5593220338983
2162,OCEAN PKWY,6,1642.6610169491526
2163,ORCHARD BEACH,0,34.91304347826087
2164,ORCHARD BEACH,1,22.391304347826086
2165,ORCHARD BEACH,2,47.52173913043478
2166,ORCHARD BEACH,3,4.434782608695652
2167,ORCHARD BEACH,4,771.8260869565217
2168,ORCHARD BEACH,5,170.3913043478261
2169,ORCHARD BEACH,6,256.69565217391306
2170,OZONE PK LEFFRT,0,7073.033898305085
2171,OZONE PK LEFFRT,1,7512.728813559322
2172,OZONE PK LEFFRT,2,7702.033898305085
2173,OZONE PK LEFFRT,3,7612.067796610169
2174,OZONE PK LEFFRT,4,7404.237288135593
2175,OZONE PK LEFFRT,5,3605.7796610169494
2176,OZONE PK LEFFRT,6,2667.677966101695
2177,PARK PLACE,0,4258.338983050848
2178,PARK PLACE,1,4637.35593220339
2179,PARK PLACE,2,4758.135593220339
2180,PARK PLACE,3,4666.423728813559
2181,PARK PLACE,4,4339.728813559322
2182,PARK PLACE,5,1669.0338983050847
2183,PARK PLACE,6,1302.2203389830509
2184,PARKCHESTER,0,13932.362068965518
2185,PARKCHESTER,1,15041.689655172413
2186,PARKCHESTER,2,15371.577586206897
2187,PARKCHESTER,3,15416.741379310344
2188,PARKCHESTER,4,15080.534482758621
2189,PARKCHESTER,5,8193.98275862069
2190,PARKCHESTER,6,6209.741379310345
2191,PARKSIDE AV,0,5499.1016949152545
2192,PARKSIDE AV,1,5767.5084745762715
2193,PARKSIDE AV,2,5936.847457627118
2194,PARKSIDE AV,3,5879.186440677966
2195,PARKSIDE AV,4,5872.4915254237285
2196,PARKSIDE AV,5,3640.271186440678
2197,PARKSIDE AV,6,2967.3728813559323
2198,PARSONS BLVD,0,5986.677966101695
2199,PARSONS BLVD,1,6302.0847457627115
2200,PARSONS BLVD,2,6524.796610169492
2201,PARSONS BLVD,3,6484.881355932203
2202,PARSONS BLVD,4,6297.457627118644
2203,PARSONS BLVD,5,3784.576271186441
2204,PARSONS BLVD,6,2901.322033898305
2205,PATH NEW WTC,0,52248.5
2206,PATH NEW WTC,1,60704.48275862069
2207,PATH NEW WTC,2,61472.73275862069
2208,PATH NEW WTC,3,58864.8275862069
2209,PATH NEW WTC,4,54125.75
2210,PATH NEW WTC,5,24574.327586206895
2211,PATH NEW WTC,6,16008.48275862069
2212,PATH WTC 2,0,3895.301724137931
2213,PATH WTC 2,1,4686.517241379311
2214,PATH WTC 2,2,3226.155172413793
2215,PATH WTC 2,3,3248.5
2216,PATH WTC 2,4,2718.8275862068967
2217,PATH WTC 2,5,1122.344827586207
2218,PATH WTC 2,6,1115.3706896551723
2219,PAVONIA/NEWPORT,0,17026.73275862069
2220,PAVONIA/NEWPORT,1,18778.853448275862
2221,PAVONIA/NEWPORT,2,18968.525862068964
2222,PAVONIA/NEWPORT,3,19490.77192982456
2223,PAVONIA/NEWPORT,4,17693.594827586207
2224,PAVONIA/NEWPORT,5,7462.836206896552
2225,PAVONIA/NEWPORT,6,4867.758620689655
2226,PELHAM BAY PARK,0,6394.810344827586
2227,PELHAM BAY PARK,1,6825.4655172413795
2228,PELHAM BAY PARK,2,6961.0
2229,PELHAM BAY PARK,3,6898.129310344828
2230,PELHAM BAY PARK,4,6642.5948275862065
2231,PELHAM BAY PARK,5,3426.0344827586205
2232,PELHAM BAY PARK,6,2683.293103448276
2233,PELHAM PKWY,0,10187.060344827587
2234,PELHAM PKWY,1,10880.801724137931
2235,PELHAM PKWY,2,11431.5
2236,PELHAM PKWY,3,11081.560344827587
2237,PELHAM PKWY,4,10961.586206896553
2238,PELHAM PKWY,5,5513.741379310345
2239,PELHAM PKWY,6,3970.0
2240,PENNSYLVANIA AV,0,3970.655172413793
2241,PENNSYLVANIA AV,1,4235.793103448276
2242,PENNSYLVANIA AV,2,4379.070175438596
2243,PENNSYLVANIA AV,3,4357.543859649123
2244,PENNSYLVANIA AV,4,4205.175438596491
2245,PENNSYLVANIA AV,5,1933.155172413793
2246,PENNSYLVANIA AV,6,1469.5
2247,PRESIDENT ST,0,3493.0689655172414
2248,PRESIDENT ST,1,3750.1724137931033
2249,PRESIDENT ST,2,3875.862068965517
2250,PRESIDENT ST,3,3835.310344827586
2251,PRESIDENT ST,4,3638.0172413793102
2252,PRESIDENT ST,5,1563.155172413793
2253,PRESIDENT ST,6,1188.6379310344828
2254,PRINCE ST,0,13184.372881355932
2255,PRINCE ST,1,11944.237288135593
2256,PRINCE ST,2,12656.93220338983
2257,PRINCE ST,3,12444.152542372882
2258,PRINCE ST,4,13233.949152542373
2259,PRINCE ST,5,11983.457627118643
2260,PRINCE ST,6,9460.56779661017
2261,PROSPECT AV,0,11176.57627118644
2262,PROSPECT AV,1,11879.398305084746
2263,PROSPECT AV,2,12899.864406779661
2264,PROSPECT AV,3,12997.033898305084
2265,PROSPECT AV,4,12000.474576271186
2266,PROSPECT AV,5,5846.64406779661
2267,PROSPECT AV,6,4397.271186440678
2268,PROSPECT PARK,0,8966.474576271186
2269,PROSPECT PARK,1,9595.694915254237
2270,PROSPECT PARK,2,9896.135593220339
2271,PROSPECT PARK,3,9786.35593220339
2272,PROSPECT PARK,4,9758.152542372882
2273,PROSPECT PARK,5,6603.3050847457625
2274,PROSPECT PARK,6,6064.220338983051
2275,QUEENS PLAZA,0,12269.966101694916
2276,QUEENS PLAZA,1,13380.949152542373
2277,QUEENS PLAZA,2,13580.050847457627
2278,QUEENS PLAZA,3,13643.898305084746
2279,QUEENS PLAZA,4,12446.661016949152
2280,QUEENS PLAZA,5,7048.067796610169
2281,QUEENS PLAZA,6,5250.6949152542375
2282,QUEENSBORO PLZ,0,12910.465517241379
2283,QUEENSBORO PLZ,1,13628.344827586207
2284,QUEENSBORO PLZ,2,13982.051724137931
2285,QUEENSBORO PLZ,3,13840.862068965518
2286,QUEENSBORO PLZ,4,13669.775862068966
2287,QUEENSBORO PLZ,5,14361.172413793103
2288,QUEENSBORO PLZ,6,10573.327586206897
2289,RALPH AV,0,5181.847457627118
2290,RALPH AV,1,5444.016949152542
2291,RALPH AV,2,5624.135593220339
2292,RALPH AV,3,5596.016949152542
2293,RALPH AV,4,5544.661016949152
2294,RALPH AV,5,3588.0508474576272
2295,RALPH AV,6,2826.2542372881358
2296,RECTOR ST,0,15234.915254237289
2297,RECTOR ST,1,14783.601694915254
2298,RECTOR ST,2,15054.110169491525
2299,RECTOR ST,3,15521.525423728814
2300,RECTOR ST,4,14690.033898305084
2301,RECTOR ST,5,7117.847457627118
2302,RECTOR ST,6,5115.966101694915
2303,RIT-MANHATTAN,0,2737.3061224489797
2304,RIT-MANHATTAN,1,2670.6145833333335
2305,RIT-MANHATTAN,2,2737.148936170213
2306,RIT-MANHATTAN,3,2678.478260869565
2307,RIT-MANHATTAN,4,2735.195652173913
2308,RIT-MANHATTAN,5,3427.6938775510203
2309,RIT-MANHATTAN,6,3134.408163265306
2310,RIT-ROOSEVELT,0,2770.0272727272727
2311,RIT-ROOSEVELT,1,2628.6545454545453
2312,RIT-ROOSEVELT,2,2765.2
2313,RIT-ROOSEVELT,3,2729.3636363636365
2314,RIT-ROOSEVELT,4,2808.259259259259
2315,RIT-ROOSEVELT,5,3553.5535714285716
2316,RIT-ROOSEVELT,6,3141.5454545454545
2317,ROCKAWAY AV,0,9339.254237288136
2318,ROCKAWAY AV,1,9907.016949152543
2319,ROCKAWAY AV,2,10105.686440677966
2320,ROCKAWAY AV,3,10095.847457627118
2321,ROCKAWAY AV,4,10132.06779661017
2322,ROCKAWAY AV,5,5444.550847457627
2323,ROCKAWAY AV,6,4273.389830508475
2324,ROCKAWAY BLVD,0,6807.881355932203
2325,ROCKAWAY BLVD,1,7241.525423728814
2326,ROCKAWAY BLVD,2,7450.254237288135
2327,ROCKAWAY BLVD,3,7363.6949152542375
2328,ROCKAWAY BLVD,4,7190.728813559322
2329,ROCKAWAY BLVD,5,4113.050847457627
2330,ROCKAWAY BLVD,6,3076.0
2331,ROCKAWAY PARK B,0,718.8983050847457
2332,ROCKAWAY PARK B,1,707.3559322033898
2333,ROCKAWAY PARK B,2,725.8474576271186
2334,ROCKAWAY PARK B,3,703.9491525423729
2335,ROCKAWAY PARK B,4,729.5254237288135
2336,ROCKAWAY PARK B,5,556.6101694915254
2337,ROCKAWAY PARK B,6,528.4067796610169
2338,ROOSEVELT ISLND,0,6310.586206896552
2339,ROOSEVELT ISLND,1,6862.210526315789
2340,ROOSEVELT ISLND,2,7047.666666666667
2341,ROOSEVELT ISLND,3,7044.561403508772
2342,ROOSEVELT ISLND,4,6990.017543859649
2343,ROOSEVELT ISLND,5,4097.9655172413795
2344,ROOSEVELT ISLND,6,3352.4310344827586
2345,SARATOGA AV,0,4830.568965517241
2346,SARATOGA AV,1,5333.689655172414
2347,SARATOGA AV,2,5279.017241379311
2348,SARATOGA AV,3,5124.362068965517
2349,SARATOGA AV,4,5070.431034482759
2350,SARATOGA AV,5,2086.206896551724
2351,SARATOGA AV,6,1597.2931034482758
2352,SENECA AVE,0,2481.9322033898306
2353,SENECA AVE,1,2608.915254237288
2354,SENECA AVE,2,2695.5254237288136
2355,SENECA AVE,3,2699.9830508474574
2356,SENECA AVE,4,2682.2542372881358
2357,SENECA AVE,5,1640.593220338983
2358,SENECA AVE,6,1287.5254237288136
2359,SHEEPSHEAD BAY,0,12732.305084745763
2360,SHEEPSHEAD BAY,1,13428.78813559322
2361,SHEEPSHEAD BAY,2,13883.593220338984
2362,SHEEPSHEAD BAY,3,13503.559322033898
2363,SHEEPSHEAD BAY,4,13021.189655172413
2364,SHEEPSHEAD BAY,5,6236.271186440678
2365,SHEEPSHEAD BAY,6,5370.4152542372885
2366,SHEPHERD AV,0,2901.406779661017
2367,SHEPHERD AV,1,3067.7966101694915
2368,SHEPHERD AV,2,3157.2881355932204
2369,SHEPHERD AV,3,3164.1271186440677
2370,SHEPHERD AV,4,3102.3389830508477
2371,SHEPHERD AV,5,1727.1864406779662
2372,SHEPHERD AV,6,1335.8305084745762
2373,SIMPSON ST,0,7359.112068965517
2374,SIMPSON ST,1,7843.672413793103
2375,SIMPSON ST,2,8010.741379310345
2376,SIMPSON ST,3,7818.396551724138
2377,SIMPSON ST,4,8038.672413793103
2378,SIMPSON ST,5,4463.8448275862065
2379,SIMPSON ST,6,3143.5344827586205
2380,SMITH-9 ST,0,4042.4310344827586
2381,SMITH-9 ST,1,4317.0344827586205
2382,SMITH-9 ST,2,4447.982758620689
2383,SMITH-9 ST,3,4387.206896551724
2384,SMITH-9 ST,4,4372.879310344828
2385,SMITH-9 ST,5,2604.5689655172414
2386,SMITH-9 ST,6,1880.0344827586207
2387,SOUTH FERRY,0,14316.98275862069
2388,SOUTH FERRY,1,15669.76724137931
2389,SOUTH FERRY,2,15563.491379310344
2390,SOUTH FERRY,3,15944.293103448275
2391,SOUTH FERRY,4,15000.637931034482
2392,SOUTH FERRY,5,7522.086206896552
2393,SOUTH FERRY,6,6776.741379310345
2394,SPRING ST,0,20227.491525423728
2395,SPRING ST,1,21870.84745762712
2396,SPRING ST,2,22264.15254237288
2397,SPRING ST,3,22683.305084745763
2398,SPRING ST,4,22654.372881355932
2399,SPRING ST,5,13280.57627118644
2400,SPRING ST,6,10401.49152542373
2401,ST LAWRENCE AV,0,3655.0689655172414
2402,ST LAWRENCE AV,1,3832.948275862069
2403,ST LAWRENCE AV,2,3922.5862068965516
2404,ST LAWRENCE AV,3,3919.4310344827586
2405,ST LAWRENCE AV,4,3887.206896551724
2406,ST LAWRENCE AV,5,2300.7586206896553
2407,ST LAWRENCE AV,6,1834.1379310344828
2408,ST. GEORGE,0,12456.827586206897
2409,ST. GEORGE,1,13692.98275862069
2410,ST. GEORGE,2,13890.465517241379
2411,ST. GEORGE,3,13613.818965517241
2412,ST. GEORGE,4,12495.48275862069
2413,ST. GEORGE,5,3598.8275862068967
2414,ST. GEORGE,6,2624.2758620689656
2415,STEINWAY ST,0,13136.93220338983
2416,STEINWAY ST,1,14081.186440677966
2417,STEINWAY ST,2,14482.983050847457
2418,STEINWAY ST,3,14335.372881355932
2419,STEINWAY ST,4,14502.71186440678
2420,STEINWAY ST,5,10306.542372881357
2421,STEINWAY ST,6,7834.830508474576
2422,STERLING ST,0,5218.724137931034
2423,STERLING ST,1,5553.741379310345
2424,STERLING ST,2,5676.327586206897
2425,STERLING ST,3,5678.3448275862065
2426,STERLING ST,4,5618.724137931034
2427,STERLING ST,5,2862.9827586206898
2428,STERLING ST,6,2266.844827586207
2429,SUTPHIN BLVD,0,3995.35593220339
2430,SUTPHIN BLVD,1,4230.864406779661
2431,SUTPHIN BLVD,2,4329.881355932203
2432,SUTPHIN BLVD,3,4258.932203389831
2433,SUTPHIN BLVD,4,4134.237288135593
2434,SUTPHIN BLVD,5,2300.728813559322
2435,SUTPHIN BLVD,6,1770.8983050847457
2436,SUTPHIN-ARCHER,0,21078.53448275862
2437,SUTPHIN-ARCHER,1,21729.724137931036
2438,SUTPHIN-ARCHER,2,22112.672413793105
2439,SUTPHIN-ARCHER,3,22320.931034482757
2440,SUTPHIN-ARCHER,4,22326.310344827587
2441,SUTPHIN-ARCHER,5,10988.362068965518
2442,SUTPHIN-ARCHER,6,8743.568965517241
2443,SUTTER AV,0,3385.5593220338983
2444,SUTTER AV,1,3594.4745762711864
2445,SUTTER AV,2,3682.0677966101694
2446,SUTTER AV,3,3621.101694915254
2447,SUTTER AV,4,3609.322033898305
2448,SUTTER AV,5,1823.4915254237287
2449,SUTTER AV,6,1402.677966101695
2450,SUTTER AV-RUTLD,0,6022.422413793103
2451,SUTTER AV-RUTLD,1,6410.4655172413795
2452,SUTTER AV-RUTLD,2,6590.948275862069
2453,SUTTER AV-RUTLD,3,6515.5
2454,SUTTER AV-RUTLD,4,6391.663793103448
2455,SUTTER AV-RUTLD,5,2845.4827586206898
2456,SUTTER AV-RUTLD,6,2176.137931034483
2457,THIRTY ST,0,9326.129310344828
2458,THIRTY ST,1,14089.465517241379
2459,THIRTY ST,2,11410.818965517241
2460,THIRTY ST,3,10381.801724137931
2461,THIRTY ST,4,13748.370689655172
2462,THIRTY ST,5,2704.362068965517
2463,THIRTY ST,6,2156.551724137931
2464,THIRTY THIRD ST,0,20510.51724137931
2465,THIRTY THIRD ST,1,22691.939655172413
2466,THIRTY THIRD ST,2,24014.974137931036
2467,THIRTY THIRD ST,3,22777.887931034482
2468,THIRTY THIRD ST,4,19454.181034482757
2469,THIRTY THIRD ST,5,8503.396551724138
2470,THIRTY THIRD ST,6,6516.0
2471,TIMES SQ-42 ST,0,76759.5
2472,TIMES SQ-42 ST,1,85742.35593220338
2473,TIMES SQ-42 ST,2,88490.3813559322
2474,TIMES SQ-42 ST,3,88162.1186440678
2475,TIMES SQ-42 ST,4,84396.44067796611
2476,TIMES SQ-42 ST,5,50079.15254237288
2477,TIMES SQ-42 ST,6,40529.82203389831
2478,TOMPKINSVILLE,0,667.1551724137931
2479,TOMPKINSVILLE,1,822.801724137931
2480,TOMPKINSVILLE,2,762.0862068965517
2481,TOMPKINSVILLE,3,762.0344827586207
2482,TOMPKINSVILLE,4,726.5
2483,TOMPKINSVILLE,5,416.98275862068965
2484,TOMPKINSVILLE,6,267.4655172413793
2485,TREMONT AV,0,9574.338983050848
2486,TREMONT AV,1,9774.686440677966
2487,TREMONT AV,2,10182.542372881357
2488,TREMONT AV,3,10248.584745762711
2489,TREMONT AV,4,12761.584745762711
2490,TREMONT AV,5,5788.796610169492
2491,TREMONT AV,6,4684.4915254237285
2492,TWENTY THIRD ST,0,10252.543103448275
2493,TWENTY THIRD ST,1,10057.991379310344
2494,TWENTY THIRD ST,2,8485.0
2495,TWENTY THIRD ST,3,8367.301724137931
2496,TWENTY THIRD ST,4,7289.706896551724
2497,TWENTY THIRD ST,5,3766.8793103448274
2498,TWENTY THIRD ST,6,3248.1206896551726
2499,UNION ST,0,5966.796610169492
2500,UNION ST,1,6574.796610169492
2501,UNION ST,2,6728.169491525424
2502,UNION ST,3,6750.254237288135
2503,UNION ST,4,6423.5084745762715
2504,UNION ST,5,3389.322033898305
2505,UNION ST,6,2742.508474576271
2506,UTICA AV,0,14293.864406779661
2507,UTICA AV,1,15269.42372881356
2508,UTICA AV,2,15754.966101694916
2509,UTICA AV,3,15620.728813559323
2510,UTICA AV,4,15520.57627118644
2511,UTICA AV,5,10166.016949152543
2512,UTICA AV,6,8095.779661016949
2513,V.CORTLANDT PK,0,6965.293103448276
2514,V.CORTLANDT PK,1,7543.931034482759
2515,V.CORTLANDT PK,2,7744.982758620689
2516,V.CORTLANDT PK,3,7655.293103448276
2517,V.CORTLANDT PK,4,7546.862068965517
2518,V.CORTLANDT PK,5,3577.8793103448274
2519,V.CORTLANDT PK,6,2684.948275862069
2520,VAN SICLEN AV,0,4943.135593220339
2521,VAN SICLEN AV,1,5252.745762711865
2522,VAN SICLEN AV,2,5403.220338983051
2523,VAN SICLEN AV,3,6044.050847457627
2524,VAN SICLEN AV,4,5128.932203389831
2525,VAN SICLEN AV,5,2528.4745762711864
2526,VAN SICLEN AV,6,1958.406779661017
2527,VAN SICLEN AVE,0,2696.35593220339
2528,VAN SICLEN AVE,1,2836.830508474576
2529,VAN SICLEN AVE,2,2952.186440677966
2530,VAN SICLEN AVE,3,2909.9322033898306
2531,VAN SICLEN AVE,4,2911.0169491525426
2532,VAN SICLEN AVE,5,1747.2203389830509
2533,VAN SICLEN AVE,6,1352.3728813559321
2534,VERNON-JACKSON,0,13009.620689655172
2535,VERNON-JACKSON,1,14171.0
2536,VERNON-JACKSON,2,14630.793103448275
2537,VERNON-JACKSON,3,14572.396551724138
2538,VERNON-JACKSON,4,13998.689655172413
2539,VERNON-JACKSON,5,6641.551724137931
2540,VERNON-JACKSON,6,5066.8448275862065
2541,W 4 ST-WASH SQ,0,29391.21186440678
2542,W 4 ST-WASH SQ,1,32888.64406779661
2543,W 4 ST-WASH SQ,2,33425.101694915254
2544,W 4 ST-WASH SQ,3,33679.186440677964
2545,W 4 ST-WASH SQ,4,33313.372881355936
2546,W 4 ST-WASH SQ,5,24464.35593220339
2547,W 4 ST-WASH SQ,6,20616.372881355932
2548,W 8 ST-AQUARIUM,0,2308.3389830508477
2549,W 8 ST-AQUARIUM,1,2318.1525423728813
2550,W 8 ST-AQUARIUM,2,2434.7796610169494
2551,W 8 ST-AQUARIUM,3,2374.9137931034484
2552,W 8 ST-AQUARIUM,4,2312.637931034483
2553,W 8 ST-AQUARIUM,5,1853.8305084745762
2554,W 8 ST-AQUARIUM,6,1503.6610169491526
2555,WAKEFIELD/241,0,4344.431034482759
2556,WAKEFIELD/241,1,4542.827586206897
2557,WAKEFIELD/241,2,4642.913793103448
2558,WAKEFIELD/241,3,4590.689655172414
2559,WAKEFIELD/241,4,4546.931034482759
2560,WAKEFIELD/241,5,2611.896551724138
2561,WAKEFIELD/241,6,1992.0862068965516
2562,WALL ST,0,38334.65517241379
2563,WALL ST,1,44506.06034482759
2564,WALL ST,2,43179.15517241379
2565,WALL ST,3,44725.5775862069
2566,WALL ST,4,38994.870689655174
2567,WALL ST,5,13033.01724137931
2568,WALL ST,6,8454.775862068966
2569,WEST FARMS SQ,0,5954.241379310345
2570,WEST FARMS SQ,1,6541.810344827586
2571,WEST FARMS SQ,2,6934.948275862069
2572,WEST FARMS SQ,3,6414.620689655172
2573,WEST FARMS SQ,4,6434.103448275862
2574,WEST FARMS SQ,5,3495.7586206896553
2575,WEST FARMS SQ,6,2619.5172413793102
2576,WESTCHESTER SQ,0,5424.310344827586
2577,WESTCHESTER SQ,1,5812.741379310345
2578,WESTCHESTER SQ,2,5942.879310344828
2579,WESTCHESTER SQ,3,5856.362068965517
2580,WESTCHESTER SQ,4,5760.5
2581,WESTCHESTER SQ,5,2710.353448275862
2582,WESTCHESTER SQ,6,1817.6379310344828
2583,WHITEHALL S-FRY,0,16665.830508474577
2584,WHITEHALL S-FRY,1,17866.64406779661
2585,WHITEHALL S-FRY,2,18077.77966101695
2586,WHITEHALL S-FRY,3,18147.813559322032
2587,WHITEHALL S-FRY,4,17057.118644067796
2588,WHITEHALL S-FRY,5,8125.6949152542375
2589,WHITEHALL S-FRY,6,6340.296610169492
2590,WHITLOCK AV,0,1697.5862068965516
2591,WHITLOCK AV,1,1793.4310344827586
2592,WHITLOCK AV,2,1850.8620689655172
2593,WHITLOCK AV,3,1846.3793103448277
2594,WHITLOCK AV,4,1814.1206896551723
2595,WHITLOCK AV,5,1025.155172413793
2596,WHITLOCK AV,6,776.6551724137931
2597,WILSON AV,0,3926.0677966101694
2598,WILSON AV,1,4176.423728813559
2599,WILSON AV,2,4309.0847457627115
2600,WILSON AV,3,4280.0847457627115
2601,WILSON AV,4,4244.9152542372885
2602,WILSON AV,5,2140.64406779661
2603,WILSON AV,6,1781.0677966101696
2604,WINTHROP ST,0,6386.224137931034
2605,WINTHROP ST,1,6908.379310344828
2606,WINTHROP ST,2,7100.637931034483
2607,WINTHROP ST,3,7026.517241379311
2608,WINTHROP ST,4,6837.948275862069
2609,WINTHROP ST,5,2761.2758620689656
2610,WINTHROP ST,6,2069.6206896551726
2611,WOODHAVEN BLVD,0,22535.64406779661
2612,WOODHAVEN BLVD,1,23537.28813559322
2613,WOODHAVEN BLVD,2,24222.79661016949
2614,WOODHAVEN BLVD,3,24116.525423728814
2615,WOODHAVEN BLVD,4,24160.42372881356
2616,WOODHAVEN BLVD,5,12723.677966101695
2617,WOODHAVEN BLVD,6,9854.016949152543
2618,WOODLAWN,0,6122.4655172413795
2619,WOODLAWN,1,6493.5
2620,WOODLAWN,2,6704.422413793103
2621,WOODLAWN,3,6591.068965517241
2622,WOODLAWN,4,6346.879310344828
2623,WOODLAWN,5,3795.0689655172414
2624,WOODLAWN,6,2763.5
2625,WORLD TRADE CTR,0,15930.203389830509
2626,WORLD TRADE CTR,1,17597.71186440678
2627,WORLD TRADE CTR,2,17438.9406779661
2628,WORLD TRADE CTR,3,20725.22033898305
2629,WORLD TRADE CTR,4,16655.762711864405
2630,WORLD TRADE CTR,5,7268.525423728814
2631,WORLD TRADE CTR,6,5568.525423728814
2632,WTC-CORTLANDT,0,11627.179487179486
2633,WTC-CORTLANDT,1,12559.153846153846
2634,WTC-CORTLANDT,2,12544.102564102564
2635,WTC-CORTLANDT,3,13010.28205128205
2636,WTC-CORTLANDT,4,12706.384615384615
2637,WTC-CORTLANDT,5,8432.02564102564
2638,WTC-CORTLANDT,6,6035.384615384615
2639,YORK ST,0,9935.172413793103
2640,YORK ST,1,10902.258620689656
2641,YORK ST,2,11115.706896551725
2642,YORK ST,3,11081.586206896553
2643,YORK ST,4,10584.793103448275
2644,YORK ST,5,4660.775862068966
2645,YORK ST,6,4027.9137931034484
2646,ZEREGA AV,0,2403.2413793103447
2647,ZEREGA AV,1,2597.3275862068967
2648,ZEREGA AV,2,2645.4827586206898
2649,ZEREGA AV,3,2621.344827586207
2650,ZEREGA AV,4,2610.3362068965516
2651,ZEREGA AV,5,1200.4310344827586
2652,ZEREGA AV,6,903.5
